CustomerID,Age,Gender,Income,Region,AvgSpending,PurchaseFrequency,FavoriteBrand,PreferredStyle,ShoppingMethod,SustainabilityConcern,CustomizationInterest,BrandLoyaltyScore,DiscountSensitivity,PurchaseTimeOfDay,MarketTrendInterest,CompetitorPriceSensitivity,ProductID,ProductName,ProductCategory,ProductBrand,ProductPrice,ProductMaterial,ProductStyle,ProductDimensions,ProductDescription,PurchaseDate,QuantityPurchased,CompetitorPrice,CompetitorBrand,DataSource
1182,47,Male,51484.32,North,395.73,Weekly,IKEA,Bohemian,Both,Medium,Yes,1,High,Afternoon,"Minimalist,Scandinavian,Biophilic",Low,5182,Rug,Furniture,West Elm,1165.08,Plastic,Industrial,30x30x10 inches,Compact and space-saving,2024-06-30,2,1472.14,Wayfair,Survey
1183,23,Other,92085.72,West,197.12,Quarterly,Target,Industrial,Online,High,No,8,High,Afternoon,"Customization,Handmade",High,5183,Wall Art,Wall Decor,Wayfair,507.48,Glass,Industrial,12x12x20 inches,Compact and space-saving,2024-07-01,1,1451.56,Wayfair,Survey
1184,21,Male,80900.79,South,941.57,Monthly,IKEA,Industrial,Both,Low,Yes,3,High,Morning,"Sustainable,Smart Homes",Medium,5184,Dining Table,Wall Decor,IKEA,1353.13,Metal,Minimalist,12x12x20 inches,A stylish addition to any room,2024-07-02,2,1113.05,West Elm,Survey
1185,68,Male,36973.72,South,361.9,Monthly,IKEA,Industrial,Online,Low,No,1,High,Morning,"Minimalist,Scandinavian,Biophilic",Medium,5185,Lamp,Furniture,Wayfair,1624.23,Metal,Industrial,30x30x10 inches,A stylish addition to any room,2024-07-03,1,497.03,IKEA,Web Analytics
1186,54,Male,44636.55,North,568.56,Monthly,Williams-Sonoma,Industrial,In-Store,Low,Yes,10,Medium,Evening,"Customization,Handmade",Low,5186,Wall Art,Textiles,Wayfair,1617.89,Wood,Industrial,12x12x20 inches,A stylish addition to any room,2024-07-04,2,522.33,West Elm,CRM
1187,52,Female,64924.43,East,452.2,Weekly,Williams-Sonoma,Rustic,In-Store,High,Yes,6,Medium,Evening,"Minimalist,Scandinavian,Biophilic",Medium,5187,Rug,Furniture,Wayfair,752.33,Metal,Bohemian,30x30x10 inches,Compact and space-saving,2024-07-05,1,778.07,West Elm,Web Analytics
1188,26,Female,46704.37,East,963.94,Monthly,Wayfair,Rustic,Both,Low,Yes,1,Low,Afternoon,"Sustainable,Smart Homes",Medium,5188,Chair,Furniture,West Elm,1143.19,Metal,Minimalist,30x30x10 inches,A stylish addition to any room,2024-07-06,1,307.12,IKEA,Survey
1189,23,Other,101300.01,North,401.54,Quarterly,Williams-Sonoma,Minimalist,In-Store,Medium,Yes,3,High,Morning,"Minimalist,Scandinavian,Biophilic",High,5189,Wall Art,Textiles,Wayfair,1591.52,Wood,Bohemian,12x12x20 inches,A stylish addition to any room,2024-07-07,1,688.56,West Elm,Survey
1190,30,Other,67446.32,West,800.69,Quarterly,Williams-Sonoma,Modern,Online,Medium,No,5,Low,Evening,"Sustainable,Smart Homes",Medium,5190,Rug,Wall Decor,West Elm,140.4,Wood,Minimalist,12x12x20 inches,Compact and space-saving,2024-07-08,4,1375.02,IKEA,Web Analytics
1191,39,Male,38408.87,East,869.87,Quarterly,West Elm,Bohemian,Both,Low,Yes,4,Medium,Evening,"Customization,Handmade",Medium,5191,Rug,Furniture,Williams-Sonoma,1219.14,Wood,Industrial,12x12x20 inches,Durable and eco-friendly,2024-07-09,3,1665.07,Target,Survey
1192,45,Male,73590.86,East,492.05,Weekly,Wayfair,Minimalist,Online,Medium,Yes,7,High,Morning,"Customization,Handmade",Medium,5192,Rug,Wall Decor,Williams-Sonoma,1676.31,Glass,Minimalist,24x18x15 inches,Compact and space-saving,2024-07-10,2,678.51,Target,Survey
1193,47,Female,38175.44,West,440.35,Weekly,Wayfair,Rustic,Both,High,Yes,6,High,Afternoon,"Minimalist,Scandinavian,Biophilic",Medium,5193,Lamp,Lighting,Williams-Sonoma,757.27,Wood,Minimalist,30x30x10 inches,Compact and space-saving,2024-07-11,3,482.51,IKEA,Survey
1194,69,Female,41604.36,West,772.97,Monthly,West Elm,Rustic,Both,High,Yes,3,Medium,Evening,"Customization,Handmade",High,5194,Chair,Textiles,West Elm,921.71,Wood,Rustic,30x30x10 inches,Durable and eco-friendly,2024-07-12,3,1668.63,IKEA,Survey
1195,53,Female,51564.88,North,921.61,Weekly,Wayfair,Rustic,Both,Low,No,8,High,Evening,"Minimalist,Scandinavian,Biophilic",Medium,5195,Rug,Lighting,West Elm,1403.48,Wood,Minimalist,24x18x15 inches,A stylish addition to any room,2024-07-13,3,1783.59,IKEA,Survey
1196,19,Other,107357.49,North,779.44,Quarterly,Target,Minimalist,Both,Medium,Yes,8,High,Morning,"Minimalist,Scandinavian,Biophilic",High,5196,Wall Art,Wall Decor,IKEA,154.41,Plastic,Rustic,24x18x15 inches,Compact and space-saving,2024-07-14,3,831.84,Wayfair,CRM
1197,53,Female,113215.13,North,304.41,Quarterly,Target,Rustic,In-Store,Medium,Yes,2,Medium,Morning,"Sustainable,Smart Homes",High,5197,Chair,Lighting,Wayfair,783.56,Plastic,Bohemian,12x12x20 inches,Compact and space-saving,2024-07-15,2,73.27,IKEA,Web Analytics
1198,25,Other,104363.2,East,899.48,Quarterly,West Elm,Minimalist,In-Store,Low,No,7,Low,Afternoon,"Minimalist,Scandinavian,Biophilic",High,5198,Sofa Set,Lighting,Target,605.51,Glass,Rustic,30x30x10 inches,Durable and eco-friendly,2024-07-16,2,1396.02,Williams-Sonoma,Web Analytics
1199,62,Female,60066.95,North,448.82,Weekly,Williams-Sonoma,Rustic,In-Store,High,Yes,1,Low,Afternoon,"Sustainable,Smart Homes",Low,5199,Wall Art,Lighting,Target,53.65,Glass,Bohemian,24x18x15 inches,Compact and space-saving,2024-07-17,3,1572.39,Target,Web Analytics
1200,59,Female,54520.18,East,618.61,Quarterly,Target,Industrial,Both,Low,Yes,2,High,Evening,"Minimalist,Scandinavian,Biophilic",Low,5200,Lamp,Furniture,Wayfair,408.03,Metal,Minimalist,24x18x15 inches,A stylish addition to any room,2024-07-18,2,55.69,Target,CRM
1201,67,Male,79424.01,South,848.29,Monthly,West Elm,Industrial,In-Store,Medium,Yes,8,Medium,Afternoon,"Sustainable,Smart Homes",Medium,5201,Rug,Furniture,Target,803.85,Plastic,Bohemian,30x30x10 inches,Durable and eco-friendly,2024-07-19,2,1198.16,IKEA,CRM
1202,26,Other,94966.78,West,269.56,Weekly,Target,Modern,Both,Medium,Yes,1,Low,Evening,"Customization,Handmade",High,5202,Curtains,Textiles,Target,410.91,Glass,Industrial,30x30x10 inches,Compact and space-saving,2024-07-20,1,1184.97,Target,Web Analytics
1203,18,Female,119403.55,West,806.06,Quarterly,IKEA,Rustic,In-Store,Low,No,2,Low,Evening,"Minimalist,Scandinavian,Biophilic",Low,5203,Chair,Wall Decor,Target,1212.75,Glass,Minimalist,30x30x10 inches,A stylish addition to any room,2024-07-21,2,769.84,IKEA,Web Analytics
1204,30,Male,41841.36,South,636.55,Quarterly,West Elm,Modern,Both,High,No,1,High,Morning,"Sustainable,Smart Homes",Medium,5204,Sofa Set,Wall Decor,West Elm,908.33,Metal,Rustic,12x12x20 inches,A stylish addition to any room,2024-07-22,4,1504.54,IKEA,Web Analytics
1205,67,Other,34436.28,North,904.01,Weekly,Wayfair,Minimalist,In-Store,High,No,5,Low,Evening,"Minimalist,Scandinavian,Biophilic",Low,5205,Lamp,Textiles,West Elm,98.17,Wood,Modern,24x18x15 inches,Compact and space-saving,2024-07-23,3,867.79,Target,Survey
1206,32,Other,92492.03,East,254.77,Weekly,Target,Modern,In-Store,Low,No,7,Medium,Morning,"Sustainable,Smart Homes",High,5206,Dining Table,Wall Decor,West Elm,564.58,Fabric,Minimalist,12x12x20 inches,A stylish addition to any room,2024-07-24,2,1360.02,Target,CRM
1207,49,Female,104900.32,East,478.61,Monthly,Wayfair,Rustic,In-Store,Medium,No,6,Low,Evening,"Sustainable,Smart Homes",Medium,5207,Dining Table,Wall Decor,Wayfair,58.56,Metal,Industrial,30x30x10 inches,Durable and eco-friendly,2024-07-25,3,1043.89,Williams-Sonoma,CRM
1208,51,Other,106171.39,East,849.56,Weekly,West Elm,Minimalist,Both,High,No,6,Medium,Evening,"Minimalist,Scandinavian,Biophilic",High,5208,Curtains,Lighting,Williams-Sonoma,729.11,Fabric,Bohemian,30x30x10 inches,A stylish addition to any room,2024-07-26,2,511.96,West Elm,Survey
1209,60,Male,91061.72,West,117.31,Quarterly,Target,Minimalist,Both,Low,Yes,6,Medium,Evening,"Minimalist,Scandinavian,Biophilic",High,5209,Curtains,Lighting,Target,533.04,Metal,Rustic,24x18x15 inches,Durable and eco-friendly,2024-07-27,3,1220.87,Williams-Sonoma,CRM
1210,48,Male,115861.42,North,200.98,Monthly,Wayfair,Industrial,In-Store,Medium,Yes,8,High,Afternoon,"Customization,Handmade",Low,5210,Dining Table,Wall Decor,IKEA,1382.61,Metal,Rustic,12x12x20 inches,Durable and eco-friendly,2024-07-28,4,1479.08,Williams-Sonoma,Web Analytics
1211,31,Other,75990.43,East,991.51,Quarterly,Williams-Sonoma,Minimalist,Both,High,Yes,5,Low,Afternoon,"Customization,Handmade",Medium,5211,Sofa Set,Textiles,West Elm,628.67,Wood,Industrial,12x12x20 inches,Durable and eco-friendly,2024-07-29,2,1948.33,Target,CRM
1212,64,Male,112243.33,East,352.35,Quarterly,Williams-Sonoma,Minimalist,Online,High,Yes,10,High,Morning,"Customization,Handmade",Medium,5212,Chair,Textiles,IKEA,762.81,Glass,Industrial,12x12x20 inches,Compact and space-saving,2024-07-30,2,772.62,Williams-Sonoma,Survey
1213,31,Other,117103.09,East,977.99,Quarterly,IKEA,Modern,In-Store,Low,No,7,Low,Evening,"Minimalist,Scandinavian,Biophilic",Medium,5213,Wall Art,Wall Decor,Target,1456.16,Plastic,Minimalist,30x30x10 inches,A stylish addition to any room,2024-07-31,4,147.66,Target,Web Analytics
1214,65,Male,106244.17,South,264.28,Weekly,West Elm,Minimalist,In-Store,Medium,Yes,3,High,Morning,"Customization,Handmade",Low,5214,Sofa Set,Textiles,Williams-Sonoma,972.22,Metal,Modern,24x18x15 inches,Compact and space-saving,2024-08-01,2,1976.18,Wayfair,CRM
1215,46,Other,57878.27,East,424.98,Weekly,Wayfair,Bohemian,Online,High,Yes,9,High,Morning,"Sustainable,Smart Homes",Medium,5215,Curtains,Textiles,IKEA,1121.78,Wood,Modern,12x12x20 inches,Compact and space-saving,2024-08-02,3,1255.14,IKEA,Web Analytics
1216,64,Other,47659.41,South,777.58,Quarterly,IKEA,Industrial,Both,Low,No,10,High,Evening,"Minimalist,Scandinavian,Biophilic",Low,5216,Chair,Lighting,Target,1685.87,Fabric,Bohemian,30x30x10 inches,Durable and eco-friendly,2024-08-03,4,1893.97,West Elm,CRM
1217,36,Other,79330.81,East,692.0,Weekly,West Elm,Industrial,Both,High,Yes,3,Low,Afternoon,"Sustainable,Smart Homes",Medium,5217,Sofa Set,Textiles,Target,429.64,Glass,Rustic,30x30x10 inches,Compact and space-saving,2024-08-04,1,225.58,Wayfair,Web Analytics
1218,44,Male,70771.33,East,623.01,Quarterly,Williams-Sonoma,Minimalist,Both,Medium,Yes,6,High,Afternoon,"Sustainable,Smart Homes",Low,5218,Chair,Furniture,West Elm,1978.59,Metal,Minimalist,12x12x20 inches,A stylish addition to any room,2024-08-05,3,697.23,IKEA,Survey
1219,26,Other,108998.25,East,576.91,Weekly,Wayfair,Modern,In-Store,High,No,3,Medium,Morning,"Sustainable,Smart Homes",Medium,5219,Sofa Set,Lighting,Williams-Sonoma,1802.21,Fabric,Rustic,24x18x15 inches,Compact and space-saving,2024-08-06,2,285.19,IKEA,Survey
1220,54,Other,39002.85,South,859.1,Weekly,Target,Industrial,In-Store,Medium,Yes,1,Low,Afternoon,"Minimalist,Scandinavian,Biophilic",Low,5220,Dining Table,Furniture,Target,587.37,Metal,Minimalist,24x18x15 inches,Compact and space-saving,2024-08-07,3,1674.31,West Elm,CRM
1221,54,Female,53196.61,East,311.45,Weekly,Williams-Sonoma,Industrial,In-Store,High,Yes,1,Medium,Evening,"Minimalist,Scandinavian,Biophilic",High,5221,Bookshelf,Wall Decor,Williams-Sonoma,1788.02,Plastic,Industrial,12x12x20 inches,Durable and eco-friendly,2024-08-08,4,1763.08,Williams-Sonoma,CRM
1222,60,Female,97661.91,North,498.22,Monthly,Target,Bohemian,In-Store,High,No,3,High,Evening,"Customization,Handmade",High,5222,Chair,Textiles,West Elm,1512.83,Plastic,Bohemian,30x30x10 inches,Durable and eco-friendly,2024-08-09,2,1012.6,IKEA,Web Analytics
1223,45,Other,38548.8,East,239.91,Weekly,Target,Minimalist,In-Store,Low,Yes,4,High,Afternoon,"Customization,Handmade",High,5223,Chair,Furniture,IKEA,1862.9,Glass,Industrial,30x30x10 inches,Compact and space-saving,2024-08-10,2,389.48,West Elm,Survey
1224,69,Female,58868.8,South,636.35,Monthly,Wayfair,Industrial,Both,High,Yes,2,Medium,Afternoon,"Customization,Handmade",Medium,5224,Chair,Textiles,Wayfair,1388.45,Fabric,Rustic,12x12x20 inches,Durable and eco-friendly,2024-08-11,4,271.7,Target,Web Analytics
1225,41,Other,64843.99,South,325.49,Monthly,Wayfair,Industrial,Online,Medium,Yes,9,High,Morning,"Customization,Handmade",Low,5225,Wall Art,Furniture,Wayfair,1355.47,Plastic,Bohemian,30x30x10 inches,Compact and space-saving,2024-08-12,1,1184.56,IKEA,Survey
1226,45,Female,86033.44,North,400.46,Monthly,Target,Industrial,Both,Low,Yes,8,Low,Afternoon,"Sustainable,Smart Homes",High,5226,Bookshelf,Lighting,Wayfair,26.86,Wood,Minimalist,30x30x10 inches,A stylish addition to any room,2024-08-13,2,1022.63,IKEA,Web Analytics
1227,53,Male,44231.94,West,524.13,Quarterly,IKEA,Industrial,Both,Medium,Yes,3,Medium,Morning,"Minimalist,Scandinavian,Biophilic",Medium,5227,Bookshelf,Wall Decor,Williams-Sonoma,959.73,Glass,Minimalist,12x12x20 inches,A stylish addition to any room,2024-08-14,2,1395.68,Williams-Sonoma,Web Analytics
1228,69,Male,107454.4,North,124.09,Weekly,Target,Modern,In-Store,Medium,No,7,Low,Evening,"Customization,Handmade",Low,5228,Sofa Set,Furniture,Wayfair,416.53,Metal,Bohemian,30x30x10 inches,Durable and eco-friendly,2024-08-15,2,624.31,Williams-Sonoma,Web Analytics
1229,35,Other,70278.8,North,182.74,Quarterly,Target,Rustic,Online,Low,Yes,4,Low,Evening,"Sustainable,Smart Homes",High,5229,Wall Art,Lighting,IKEA,661.68,Fabric,Industrial,12x12x20 inches,A stylish addition to any room,2024-08-16,1,816.69,Target,CRM
1230,42,Other,112531.95,South,717.34,Monthly,Wayfair,Bohemian,Online,Medium,Yes,5,Low,Evening,"Minimalist,Scandinavian,Biophilic",High,5230,Bookshelf,Wall Decor,Target,1958.05,Fabric,Bohemian,12x12x20 inches,A stylish addition to any room,2024-08-17,3,62.29,IKEA,Survey
1231,52,Male,72108.29,East,486.07,Weekly,West Elm,Modern,Both,High,Yes,4,High,Afternoon,"Minimalist,Scandinavian,Biophilic",Medium,5231,Rug,Furniture,Williams-Sonoma,189.29,Wood,Industrial,12x12x20 inches,Compact and space-saving,2024-08-18,1,1228.08,Williams-Sonoma,CRM
1232,21,Male,54753.62,East,878.31,Quarterly,Williams-Sonoma,Bohemian,Online,Low,No,9,High,Afternoon,"Minimalist,Scandinavian,Biophilic",Low,5232,Sofa Set,Furniture,IKEA,1450.52,Plastic,Bohemian,30x30x10 inches,Durable and eco-friendly,2024-08-19,3,857.82,West Elm,CRM
1233,31,Female,42764.59,West,725.2,Monthly,Wayfair,Industrial,Both,High,No,7,Medium,Afternoon,"Sustainable,Smart Homes",Medium,5233,Sofa Set,Lighting,Williams-Sonoma,362.43,Fabric,Industrial,12x12x20 inches,A stylish addition to any room,2024-08-20,2,1841.13,IKEA,Web Analytics
1234,56,Other,30337.06,West,107.29,Quarterly,IKEA,Bohemian,Both,High,No,4,Medium,Morning,"Customization,Handmade",High,5234,Sofa Set,Wall Decor,Williams-Sonoma,34.65,Wood,Modern,30x30x10 inches,Durable and eco-friendly,2024-08-21,3,1290.74,West Elm,Survey
1235,43,Male,77894.17,West,655.04,Quarterly,Williams-Sonoma,Minimalist,Both,Medium,Yes,8,Low,Morning,"Minimalist,Scandinavian,Biophilic",Medium,5235,Rug,Wall Decor,Williams-Sonoma,1012.81,Wood,Bohemian,12x12x20 inches,Durable and eco-friendly,2024-08-22,3,809.42,Wayfair,CRM
1236,25,Male,39644.1,West,184.35,Weekly,Wayfair,Minimalist,Both,Medium,Yes,2,High,Morning,"Sustainable,Smart Homes",Medium,5236,Curtains,Lighting,West Elm,339.21,Metal,Industrial,24x18x15 inches,Durable and eco-friendly,2024-08-23,3,541.91,Target,Web Analytics
1237,41,Other,65255.5,North,802.84,Weekly,Wayfair,Rustic,In-Store,High,Yes,7,High,Evening,"Minimalist,Scandinavian,Biophilic",High,5237,Rug,Textiles,Target,1931.62,Wood,Rustic,30x30x10 inches,A stylish addition to any room,2024-08-24,3,1812.46,Williams-Sonoma,Survey
1238,33,Female,83034.46,North,992.36,Quarterly,West Elm,Rustic,Online,Low,Yes,1,High,Morning,"Sustainable,Smart Homes",High,5238,Dining Table,Lighting,Wayfair,423.32,Glass,Rustic,30x30x10 inches,Durable and eco-friendly,2024-08-25,2,52.2,Wayfair,Survey
1239,37,Female,54811.73,East,578.08,Weekly,IKEA,Bohemian,In-Store,High,Yes,8,Medium,Afternoon,"Customization,Handmade",Low,5239,Curtains,Wall Decor,West Elm,400.23,Fabric,Bohemian,30x30x10 inches,Durable and eco-friendly,2024-08-26,4,667.29,Williams-Sonoma,CRM
1240,32,Female,45770.19,North,714.5,Weekly,IKEA,Modern,In-Store,High,No,6,High,Afternoon,"Customization,Handmade",Low,5240,Lamp,Lighting,Target,83.69,Glass,Bohemian,24x18x15 inches,Compact and space-saving,2024-08-27,1,1888.14,Wayfair,Web Analytics
1241,24,Female,99724.95,East,313.58,Quarterly,Wayfair,Modern,In-Store,Medium,Yes,5,Low,Evening,"Minimalist,Scandinavian,Biophilic",High,5241,Wall Art,Textiles,Wayfair,673.04,Wood,Minimalist,12x12x20 inches,Compact and space-saving,2024-08-28,3,1314.99,Williams-Sonoma,CRM
1242,34,Male,115211.21,East,493.84,Weekly,West Elm,Industrial,Both,Medium,Yes,9,Low,Afternoon,"Customization,Handmade",High,5242,Lamp,Lighting,West Elm,67.74,Wood,Industrial,24x18x15 inches,Compact and space-saving,2024-08-29,2,1074.78,Target,Survey
1243,39,Other,39039.64,East,870.49,Weekly,Wayfair,Modern,Both,High,No,9,Low,Afternoon,"Customization,Handmade",Low,5243,Sofa Set,Lighting,West Elm,1007.8,Glass,Bohemian,12x12x20 inches,Compact and space-saving,2024-08-30,2,423.0,IKEA,CRM
1244,39,Other,44003.13,East,250.68,Monthly,Target,Rustic,In-Store,High,No,3,High,Afternoon,"Sustainable,Smart Homes",Medium,5244,Bookshelf,Furniture,IKEA,1021.11,Metal,Rustic,12x12x20 inches,Durable and eco-friendly,2024-08-31,2,1670.08,West Elm,Web Analytics
1245,29,Male,116401.14,South,338.98,Weekly,Target,Modern,In-Store,Medium,No,9,Low,Morning,"Sustainable,Smart Homes",High,5245,Sofa Set,Textiles,West Elm,125.42,Wood,Rustic,12x12x20 inches,Compact and space-saving,2024-09-01,2,424.31,Wayfair,Survey
1246,35,Male,33400.58,East,500.89,Monthly,West Elm,Industrial,Online,High,No,9,Low,Morning,"Minimalist,Scandinavian,Biophilic",High,5246,Bookshelf,Wall Decor,Williams-Sonoma,495.32,Glass,Rustic,12x12x20 inches,Compact and space-saving,2024-09-02,3,511.54,West Elm,Web Analytics
1247,63,Male,117986.91,North,741.02,Quarterly,Wayfair,Minimalist,In-Store,Medium,No,2,Medium,Afternoon,"Sustainable,Smart Homes",Medium,5247,Dining Table,Textiles,West Elm,1667.57,Glass,Industrial,12x12x20 inches,A stylish addition to any room,2024-09-03,1,399.87,West Elm,Web Analytics
1248,64,Other,30418.0,North,438.3,Monthly,West Elm,Modern,Both,High,Yes,5,Medium,Afternoon,"Customization,Handmade",Low,5248,Chair,Wall Decor,Williams-Sonoma,935.84,Fabric,Modern,24x18x15 inches,Compact and space-saving,2024-09-04,2,333.14,Williams-Sonoma,Survey
1249,32,Other,108630.18,North,934.96,Quarterly,Wayfair,Modern,In-Store,Low,Yes,2,High,Afternoon,"Sustainable,Smart Homes",Low,5249,Lamp,Wall Decor,Target,880.53,Metal,Bohemian,30x30x10 inches,Compact and space-saving,2024-09-05,1,1907.56,IKEA,Web Analytics
1250,54,Other,57659.27,North,185.01,Weekly,Wayfair,Rustic,Online,Low,Yes,1,High,Afternoon,"Customization,Handmade",Medium,5250,Chair,Furniture,Target,1403.58,Plastic,Modern,24x18x15 inches,A stylish addition to any room,2024-09-06,1,1212.02,Williams-Sonoma,Web Analytics
1251,33,Female,114473.0,South,433.72,Weekly,Target,Bohemian,Online,High,Yes,7,High,Morning,"Minimalist,Scandinavian,Biophilic",High,5251,Chair,Textiles,Williams-Sonoma,1435.47,Glass,Industrial,30x30x10 inches,Durable and eco-friendly,2024-09-07,1,1282.92,West Elm,Web Analytics
1252,22,Male,58525.08,West,738.06,Monthly,Williams-Sonoma,Minimalist,In-Store,Medium,Yes,4,High,Evening,"Customization,Handmade",Medium,5252,Sofa Set,Furniture,IKEA,1528.69,Fabric,Bohemian,30x30x10 inches,Durable and eco-friendly,2024-09-08,4,1909.56,Target,Survey
1253,19,Male,88887.57,West,303.39,Quarterly,IKEA,Bohemian,Online,High,No,5,High,Afternoon,"Sustainable,Smart Homes",High,5253,Lamp,Lighting,IKEA,1664.36,Plastic,Minimalist,30x30x10 inches,A stylish addition to any room,2024-09-09,2,476.54,IKEA,Web Analytics
1254,69,Male,37202.93,East,690.77,Weekly,IKEA,Industrial,Online,High,Yes,4,Medium,Morning,"Sustainable,Smart Homes",Low,5254,Curtains,Textiles,Target,479.86,Fabric,Bohemian,24x18x15 inches,A stylish addition to any room,2024-09-10,2,31.72,IKEA,CRM
1255,45,Other,51809.68,East,247.8,Monthly,West Elm,Industrial,Both,Medium,Yes,6,Medium,Afternoon,"Sustainable,Smart Homes",High,5255,Curtains,Lighting,West Elm,151.43,Fabric,Bohemian,12x12x20 inches,Durable and eco-friendly,2024-09-11,2,1205.79,West Elm,CRM
1256,58,Male,99631.14,North,150.38,Monthly,IKEA,Bohemian,Online,High,No,2,Medium,Evening,"Sustainable,Smart Homes",High,5256,Dining Table,Textiles,Target,772.92,Metal,Bohemian,12x12x20 inches,Compact and space-saving,2024-09-12,1,1025.53,Williams-Sonoma,Web Analytics
1257,44,Male,77581.73,North,208.91,Monthly,Target,Rustic,Online,Medium,No,8,Low,Morning,"Minimalist,Scandinavian,Biophilic",High,5257,Lamp,Wall Decor,Target,1713.09,Wood,Bohemian,30x30x10 inches,A stylish addition to any room,2024-09-13,2,965.75,Target,CRM
1258,48,Female,113517.22,West,936.99,Weekly,Williams-Sonoma,Rustic,In-Store,High,Yes,4,Low,Morning,"Customization,Handmade",High,5258,Bookshelf,Lighting,Williams-Sonoma,174.5,Metal,Bohemian,12x12x20 inches,A stylish addition to any room,2024-09-14,2,142.52,Wayfair,CRM
1259,58,Other,68587.63,West,596.58,Quarterly,Wayfair,Rustic,Both,Medium,Yes,8,Medium,Evening,"Sustainable,Smart Homes",High,5259,Wall Art,Textiles,IKEA,1160.39,Plastic,Industrial,12x12x20 inches,A stylish addition to any room,2024-09-15,1,919.78,Williams-Sonoma,Survey
1260,53,Male,108283.11,North,816.71,Weekly,Wayfair,Minimalist,Online,High,No,3,Medium,Evening,"Customization,Handmade",Low,5260,Chair,Textiles,Williams-Sonoma,1408.14,Metal,Bohemian,24x18x15 inches,Durable and eco-friendly,2024-09-16,2,589.37,IKEA,Web Analytics
1261,64,Other,70405.99,East,399.39,Weekly,Target,Industrial,In-Store,Low,Yes,5,High,Morning,"Minimalist,Scandinavian,Biophilic",Medium,5261,Curtains,Lighting,Target,973.19,Wood,Industrial,12x12x20 inches,Durable and eco-friendly,2024-09-17,3,563.64,Williams-Sonoma,Survey
1262,60,Other,118132.35,South,633.39,Quarterly,IKEA,Industrial,In-Store,Medium,No,3,Medium,Evening,"Customization,Handmade",Low,5262,Dining Table,Furniture,Wayfair,525.25,Metal,Bohemian,12x12x20 inches,Durable and eco-friendly,2024-09-18,4,460.32,Wayfair,Web Analytics
1263,18,Other,116385.09,South,545.46,Monthly,Wayfair,Industrial,In-Store,Low,Yes,7,High,Afternoon,"Sustainable,Smart Homes",High,5263,Lamp,Textiles,West Elm,666.09,Metal,Bohemian,24x18x15 inches,Durable and eco-friendly,2024-09-19,3,678.41,Target,CRM
1264,67,Female,59622.3,West,951.16,Weekly,IKEA,Minimalist,In-Store,Medium,No,3,Medium,Evening,"Customization,Handmade",Medium,5264,Sofa Set,Furniture,Target,161.87,Metal,Industrial,12x12x20 inches,Durable and eco-friendly,2024-09-20,3,719.2,Target,Survey
1265,46,Other,109733.13,West,772.82,Monthly,Target,Industrial,In-Store,Medium,No,8,High,Evening,"Sustainable,Smart Homes",High,5265,Rug,Furniture,Williams-Sonoma,599.32,Glass,Bohemian,30x30x10 inches,Compact and space-saving,2024-09-21,3,631.38,Wayfair,Survey
1266,18,Other,106285.02,West,757.49,Monthly,Wayfair,Bohemian,In-Store,Medium,No,9,Medium,Morning,"Sustainable,Smart Homes",Low,5266,Rug,Furniture,Wayfair,107.87,Glass,Rustic,24x18x15 inches,Compact and space-saving,2024-09-22,1,1957.93,Wayfair,CRM
1267,25,Other,48961.24,South,141.72,Quarterly,West Elm,Modern,Online,Medium,Yes,2,High,Evening,"Minimalist,Scandinavian,Biophilic",Low,5267,Dining Table,Furniture,Wayfair,1458.12,Metal,Bohemian,12x12x20 inches,Durable and eco-friendly,2024-09-23,2,1866.81,West Elm,CRM
1268,33,Male,86186.14,South,594.7,Quarterly,Williams-Sonoma,Minimalist,Both,High,No,3,Low,Morning,"Minimalist,Scandinavian,Biophilic",High,5268,Curtains,Furniture,Target,1798.03,Wood,Minimalist,12x12x20 inches,Durable and eco-friendly,2024-09-24,3,1157.53,IKEA,Web Analytics
1269,45,Female,36541.41,North,520.29,Quarterly,IKEA,Modern,Both,High,No,7,Low,Afternoon,"Customization,Handmade",High,5269,Rug,Wall Decor,IKEA,1274.36,Wood,Industrial,24x18x15 inches,Durable and eco-friendly,2024-09-25,3,1962.49,West Elm,Web Analytics
1270,39,Male,105303.96,East,935.06,Monthly,IKEA,Bohemian,In-Store,Medium,Yes,5,High,Evening,"Customization,Handmade",Medium,5270,Curtains,Furniture,Wayfair,1320.27,Wood,Bohemian,30x30x10 inches,A stylish addition to any room,2024-09-26,2,1982.57,Williams-Sonoma,CRM
1271,35,Female,45709.13,West,331.61,Monthly,IKEA,Rustic,In-Store,High,Yes,10,High,Evening,"Sustainable,Smart Homes",Medium,5271,Wall Art,Wall Decor,West Elm,954.84,Wood,Bohemian,24x18x15 inches,A stylish addition to any room,2024-09-27,1,724.76,Wayfair,CRM
1272,39,Female,36373.32,North,342.85,Weekly,IKEA,Rustic,Both,Medium,Yes,7,Low,Morning,"Sustainable,Smart Homes",High,5272,Dining Table,Textiles,Williams-Sonoma,328.95,Fabric,Industrial,30x30x10 inches,Durable and eco-friendly,2024-09-28,3,901.47,West Elm,Survey
